object_level;object_name;oktmo;region;mun_upper;mun_lower;settlement;population;settlement_fias_id_dadata;settlement_with_type_dadata;settlement_type_dadata;settlement_type_full_dadata;settlement_dadata;fias_id_dadata;fias_level_dadata;okato_dadata;oktmo_dadata;qc_geo_dadata;qc_dadata;latitude_dadata;longitude_dadata;Указавшие национальную принадлежность;Абазины;Абхазы;Аварцы;Андийцы;Арчинцы;Ахвахцы;Багулалы;Бежтинцы;Ботлихцы;Гинухцы;Годоберинцы;Гунзибцы;Дидойцы;Каратинцы;Тиндалы;Хваршины;Чамалалы;Агулы (агульцы);Адыгейцы (абадзехи, адыгейцы-черкесы, адыги, адыгэ, сирийские адыгейцы, адыги-черкесы, черкесы-бжедуги);Азербайджанцы (азер);Алеуты;Алтайцы;Теленгиты;Тубалары;Челканцы;Американцы (афроамериканцы);Арабы (алжирцы, египтяне, иорданцы, иракцы, йеменцы, катарцы, ливанцы, ливийцы, марокканцы, палестинцы, сирийцы);Армяне (русские армяне);Черкесогаи;Ассирийцы;Афганцы (афганистанцы, пуштуны, хазарейцы);Балкарцы;Башкиры;Белорусы (беларусы);Бесермяне;Болгары;Боснийцы;Британцы (англичане);Буряты;Венгры;Вепсы;Водь;Вьетнамцы;Гагаузы;Горские евреи;Греки (византийскийские греки, рум);Греки-урумы;Грузинские евреи;Грузины;Аджарцы;Ингилойцы;Лазы;Мегрелы (менгрелы, мингрелы);Сваны;Даргинцы;Кайтагцы;Кубачинцы;Долганы;Дунгане;Евреи;Езиды;Ижорцы;Ингуши;Индийцы (индуисты);Испанцы;Итальянцы;Ительмены;Кабардинцы (адыги (с языком кабардинским));Казахи;Калмыки;Камчадалы;Караимы;Каракалпаки;Карачаевцы (карачаево-черкесы, карачай);Карелы;Кереки;Кеты (остяки);Юги;Киргизы (кыргыз);Китайцы;Коми (коми-зыряне);Коми-ижемцы;Коми-пермяки (пермяки);Корейцы;Коряки;Алюторцы;Крымские татары;Крымчаки;Кубинцы;Кумандинцы;Кумыки;Курды (курд);Курманч;Лакцы (кулинцы, лаки);Латыши (курляндцы);Латгальцы;Лезгины;Литовцы;Македонцы;Манси;Марийцы (мари, марий);Горные марийцы;Лугово-восточные марийцы;Молдаване;Монголы;Мордва (мордвины, мордовцы);Мордва-мокша;Мордва-эрзя (эрзя);Нагайбаки;Нанайцы;Нганасаны;Негидальцы;Немцы (русские немцы);Меннониты;Ненцы;Нивхи;Ногайцы;Карагаши;Орочи;Осетины (аланы);Осетины-дигорцы (дигорон, дигорцы);Осетины-иронцы;Пакистанцы (белуджи, белуч);Памирцы;Персы (иранцы, фарсиваны);Поляки;Румыны;Русины;Русские (русаки, сибиряки);Казаки (кубанские казаки, русские казаки);Поморы;Рутульцы (рутул);Саамы (саами);Селькупы;Сербы;Словаки;Словенцы;Сойоты;Среднеазиатские евреи;Табасараны (табасаран, табасаранцы);Таджики;Тазы;Талыши;Татары (татар);Астраханские татары;Кряшены;Мишари;Сибирские татары;Таты (митагинцы);Телеуты;Тофалары;Тувинцы;Тувинцы-тоджинцы;Турки;Турки-месхетинцы;Туркмены;Удины;Удмурты;Удэгейцы;Узбеки;Уйгуры;Уйльта;Украинцы;Ульчи;Финны;Финны-ингерманландцы (ингерманландцы);Французы;Хакасы;Ханты;Хемшилы (хемшины);Хорваты;Цахуры (цахурцы);Цыгане (дом, сэрвы);Цыгане среднеазиатские;Черкесы (адыги (с языком черкесским), адыгэ (с языком черкесским), убыхи, адыги-черкесы (с языком черкесским), сирийские адыги);Черногорцы;Чехи;Чеченцы;Чеченцы-аккинцы;Чуванцы;Чуваши;Чукчи;Чулымцы;Шапсуги (адыги (с языком шапсугским);Шорцы;Эвенки (эвенк);Эвены (эвен);Энцы;Эскимосы;Эстонцы;Сету;Юкагиры;Якуты (саха) (саха);Японцы;Указавшие другие ответы о национальной принадлежности (не перечисленные выше);Нет национальной принадлежности*;Без нации;Без национальной принадлежности;Без национальности;Не имею национальной принадлежности;Никакая национальность;Нет;Отсутствует;Лица, в переписных листах которых национальная принадлежность не указана;Неизвестно;Нет сведений;Отказавшиеся отвечать на вопрос о национальной принадлежности;Затрудняюсь ответить;Не знаю;Не определились;Не понимаю;Отказ от ответа;Предпочитаю не отвечать
Населенный пункт;г. Кировск;41625101001;Ленинградская область;Кировский муниципальный район;Городское поселение Кировское;г. Кировск;27238;;;;;;a1535e5e-c151-431a-a4c4-954d4545e37a;4.0;41225501000.0;41625101001.0;4.0;0.0;59.875234;30.9815172;26495;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;1;61;0;0;0;0;20;108;0;3;0;0;6;0;2;0;1;2;0;1;0;0;36;0;0;0;0;0;16;0;0;0;0;18;0;0;2;0;0;0;0;4;46;0;0;0;0;0;6;0;0;0;96;2;5;0;2;5;0;0;1;0;0;0;1;0;0;0;7;0;52;5;0;0;4;0;0;23;0;6;0;0;0;0;0;0;14;0;0;0;0;0;0;4;0;0;0;0;0;6;0;0;24859;1;2;0;0;0;0;0;0;0;0;0;64;0;0;66;0;0;0;0;0;0;0;5;0;11;0;3;0;2;0;123;0;0;264;1;9;0;0;0;1;0;0;0;0;0;0;0;2;4;0;0;10;0;0;0;0;0;0;0;0;5;0;0;3;0;413;24;0;0;0;22;0;1;1;743;0;258;485;66;0;0;0;2;417
Населенный пункт;село Экажево;26605430101;Республика Ингушетия;Назрановский муниципальный район;Сельское поселение Экажево;село Экажево;27224;355b2ed0-7c20-42cb-ae90-8239db259151;с Экажево;с;село;Экажево;355b2ed0-7c20-42cb-ae90-8239db259151;6.0;26220850001.0;26605430101.0;3.0;0.0;43.2082923;44.8190051;27076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27030;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;3;0;1;0;148;0;86;62;13;0;0;0;0;49
Населенный пункт;г. Топки;32531000001;Кемеровская область;Топкинский муниципальный округ;Топкинский муниципальный округ;г. Топки;27158;;;;;;5a6d8be0-aa32-4344-9a4d-89fdb4c94ae8;4.0;32446000000.0;32531000001.0;4.0;0.0;55.2765207;85.6152094;26169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;1;0;0;0;94;0;0;0;0;1;23;0;4;0;0;0;0;0;0;0;1;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;10;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;7;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;5;0;16;0;0;0;0;0;0;138;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;25466;1;0;0;0;1;0;0;0;0;0;0;4;0;0;68;0;0;0;0;0;2;0;4;0;0;0;0;0;3;0;25;0;0;67;0;0;0;0;0;0;0;0;11;16;0;0;0;0;2;0;0;58;0;0;0;0;0;0;0;0;4;0;0;0;0;85;24;0;0;2;20;0;2;0;989;0;212;777;69;0;0;0;0;708
Населенный пункт;г. Камышлов;65741000001;Свердловская область;Камышловский городской округ;Камышловский городской округ;г. Камышлов;27117;;;;;;ac2abd40-bb9b-41df-abd8-a319afd88f00;4.0;65440000000;65741000001;4.0;1.0;56.8464908;62.7120309;26731;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;86;0;0;0;0;17;17;0;0;0;0;6;0;0;0;0;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;67;0;0;0;0;0;0;0;0;0;26;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;16;0;0;5;1;7;0;1;0;0;0;0;49;0;0;0;0;0;0;2;0;0;0;0;0;1;0;2;25667;13;0;0;0;0;0;0;0;0;0;1;135;0;0;83;0;0;0;0;0;0;0;2;0;0;0;0;0;25;0;3;0;0;60;0;0;0;0;2;0;0;0;0;11;0;0;0;0;8;0;0;11;2;0;0;0;0;0;0;0;0;0;0;0;0;320;25;0;0;0;21;0;4;0;386;0;169;217;50;0;1;0;0;166
Населенный пункт;г. Карталы;75623101001;Челябинская область;Карталинский муниципальный район;Карталинское городское поселение;г. Карталы;27103;;;;;;8de6102a-50a8-4bd4-9552-a265cb82b57f;4.0;75418000000;75623101001;4.0;0.0;53.0537382;60.6477347;24658;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;72;0;0;0;0;104;54;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;541;0;0;0;0;0;0;0;0;0;3;0;0;0;2;2;0;0;0;0;0;0;0;0;0;1;2;0;2;5;0;0;4;0;0;3;1;55;0;0;5;0;0;0;67;0;0;0;0;0;1;0;0;0;0;0;0;6;0;0;22660;1;0;0;0;0;1;0;0;0;0;3;61;0;0;311;0;0;0;0;0;0;0;0;0;0;0;2;0;6;0;33;0;0;299;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;241;66;0;0;0;65;0;1;0;2445;551;1317;577;241;0;0;0;0;336
Населенный пункт;г. Заводоуковск;71703000001;Тюменская область;Городской округ Заводоуковский;Городской округ Заводоуковский;г. Заводоуковск;27100;;;;;;10c58caf-f8b8-44b6-99b9-5cf25f681fcf;4.0;71403000000;71522000001;4.0;0.0;56.5028398;66.5513555;26557;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18;0;0;0;0;0;0;0;240;0;0;0;0;15;21;0;5;0;1;2;1;0;0;0;1;0;2;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;2;0;0;215;0;0;0;0;0;0;0;0;0;25;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;13;0;0;7;0;4;0;0;0;0;0;0;301;0;5;0;0;0;0;7;0;0;0;0;0;9;0;0;25037;7;0;0;0;0;0;0;0;0;0;0;70;0;0;123;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;37;0;0;120;0;3;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;35;0;0;0;0;0;0;0;0;1;0;0;0;0;177;30;0;0;0;24;0;6;0;543;0;132;411;38;0;0;0;0;373
Населенный пункт;деревня Мисайлово;46707000261;Московская область;Ленинский городской округ;Ленинский городской округ;деревня Мисайлово;27093;7db80ba8-f2f2-416e-aef5-e4cdc1deff33;пгт Мисайлово;пгт;поселок городского типа;Мисайлово;7db80ba8-f2f2-416e-aef5-e4cdc1deff33;6.0;46407583000.0;46707000083.0;3.0;0.0;55.5639995;37.8255811;22469;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;0;1;0;0;0;0;5;427;0;0;0;0;64;30;0;0;0;0;5;0;0;0;0;56;0;3;0;0;53;0;0;0;0;0;1;0;0;0;0;4;4;0;1;0;0;0;0;9;13;34;0;0;0;4;0;0;0;0;69;0;0;0;0;11;0;0;0;0;1;0;4;0;0;3;0;0;25;2;0;0;10;0;0;46;0;20;1;1;0;0;0;0;5;0;0;0;13;0;0;11;0;0;0;0;0;0;0;0;20285;2;0;0;0;0;2;0;0;0;0;3;222;0;2;194;0;0;0;0;0;0;0;0;0;2;1;3;0;5;0;134;0;0;157;0;0;0;0;1;0;0;0;0;0;0;0;0;0;8;0;0;48;0;0;0;0;0;0;0;0;0;0;0;6;0;227;151;0;0;0;151;0;0;0;4624;7;59;4558;135;0;0;0;0;4423
Населенный пункт;деревня Путилково;46744000256;Московская область;Городской округ Красногорск;Городской округ Красногорск;деревня Путилково;27081;9e6600ab-1ca2-4ca6-a8b0-9f9cf8e7b69c;пгт Путилково;пгт;поселок городского типа;Путилково;9e6600ab-1ca2-4ca6-a8b0-9f9cf8e7b69c;6.0;46439566000.0;46744000066.0;3.0;0.0;55.865253;37.392526;19347;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;152;0;0;0;0;0;1;8;589;0;0;0;9;40;70;0;2;0;0;9;0;0;0;1;13;0;3;0;0;68;0;0;0;0;0;7;0;0;0;0;12;0;0;6;1;0;0;0;24;48;29;0;0;0;35;0;0;0;0;145;9;1;0;0;26;0;0;4;0;3;0;4;0;0;16;2;0;17;2;0;0;3;0;0;37;0;46;0;3;1;1;0;0;14;0;0;0;1;0;0;21;0;0;0;0;3;3;0;0;16019;8;0;4;0;0;0;0;0;0;0;0;98;0;0;330;0;1;0;0;0;0;0;1;0;9;2;13;5;2;0;136;0;0;209;0;3;0;0;0;0;0;0;2;4;0;10;0;0;65;0;0;92;1;0;0;0;0;0;0;0;1;0;0;5;0;690;204;0;0;0;156;0;48;0;7734;5;975;6754;104;0;0;0;0;6650
Населенный пункт;станица Северская;3643413101;Краснодарский край;Северский муниципальный район;Северское сельское поселение;станица Северская;26973;c405c228-b26f-4c88-b05e-d9bb2d6b932d;ст-ца Северская;ст-ца;станица;Северская;c405c228-b26f-4c88-b05e-d9bb2d6b932d;6.0;3243813001.0;3643413101.0;3.0;0.0;44.8562413;38.6959282;25968;0;6;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;25;42;0;0;0;0;0;0;0;405;0;0;0;0;9;23;0;1;0;0;2;1;0;0;0;2;0;133;0;0;41;0;0;0;0;0;0;0;0;0;0;10;21;0;0;1;0;0;0;2;7;0;0;0;0;0;0;0;0;0;4;1;1;0;3;3;0;0;3;0;0;0;9;0;0;0;6;0;2;0;0;0;1;0;0;20;0;2;0;0;0;0;0;0;37;0;0;0;0;0;0;12;0;0;0;0;1;3;0;0;24803;15;0;1;0;0;2;0;0;0;0;0;19;0;0;65;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;23;0;0;138;0;1;0;0;0;0;0;0;0;24;0;4;0;0;9;0;0;8;0;0;0;0;7;0;0;1;1;0;0;0;0;11;6;0;0;0;6;0;0;0;1005;0;30;975;21;0;0;0;0;954
Населенный пункт;г. Тара;52654101001;Омская область;Тарский муниципальный район;Тарское городское поселение;г. Тара;26878;;;;;;191443b9-a283-4368-a09d-0a98f16c7dc5;4.0;52415000000.0;52654101001.0;4.0;0.0;56.9159295;74.3648797;26230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;1;0;0;0;0;0;43;0;0;0;0;1;23;0;3;0;0;1;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;33;0;2;0;0;0;1;0;0;2;0;2;0;0;0;1;0;0;116;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;24099;0;0;1;0;0;0;0;0;0;0;0;19;0;0;1470;0;0;0;1;0;0;0;3;0;0;1;1;0;6;0;10;0;0;67;0;6;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;42;1;0;0;0;0;0;0;0;51;0;0;0;0;148;11;0;0;0;11;0;0;0;648;0;447;201;19;0;0;0;0;182
Населенный пункт;село Засечное;56655429101;Пензенская область;Пензенский муниципальный район;Сельское поселение Засечный сельсовет;село Засечное;26878;dfbc038d-b758-4a49-ac1a-3d7bb556d8b6;с Засечное;с;село;Засечное;dfbc038d-b758-4a49-ac1a-3d7bb556d8b6;6.0;56255829001.0;56655429101.0;3.0;0.0;53.105904;45.0717034;24726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;5;68;0;0;12;0;4;18;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;0;0;0;0;0;2;0;0;0;0;3;3;0;0;0;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;1;0;0;0;0;0;0;0;5;4;0;0;2;0;0;12;0;380;4;7;0;0;0;0;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;21613;0;0;0;0;0;0;0;0;0;0;0;74;0;0;1912;0;0;8;0;0;0;0;0;0;4;0;4;0;1;0;58;0;0;99;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;0;0;24;0;0;0;0;0;0;0;0;0;0;0;3;0;322;51;0;0;0;28;0;23;0;2152;0;234;1918;151;0;0;0;0;1767
Населенный пункт;г. Шумерля;97713000001;Чувашская Республика;Шумерлинский городской округ ;Шумерлинский городской округ ;г. Шумерля;26873;76b04e47-78b9-4f1d-a1a6-4a88656559ed;д Шумерля;д;деревня;Шумерля;76b04e47-78b9-4f1d-a1a6-4a88656559ed;6.0;97250860001;97550000347;3.0;0.0;55.5229338;46.3752894;23743;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;22;0;0;0;0;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;8;0;0;7;0;429;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;17718;2;0;0;0;0;0;0;0;0;0;0;25;0;0;425;0;1;0;0;0;0;0;0;0;0;0;1;0;7;0;12;0;0;61;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;4878;0;0;0;0;0;0;0;0;0;0;0;0;0;44;43;0;0;0;43;0;0;0;3130;34;2755;341;73;0;0;0;0;268
Населенный пункт;г. Балтийск;27705000001;Калининградская область;Балтийский городской округ;Балтийский городской округ;г. Балтийск;26796;;;;;;97323948-09db-411c-8e9a-43ad2ec25687;4.0;27405000000.0;27705000001.0;4.0;0.0;54.6513858;19.9140642;25651;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;43;0;0;0;0;0;1;1;50;0;0;0;6;31;492;0;4;0;0;4;2;1;0;0;0;0;1;0;0;8;0;0;0;0;0;24;0;0;1;0;13;4;0;15;0;0;0;0;4;45;14;0;0;0;0;1;0;0;0;10;0;6;0;0;3;0;0;3;0;0;1;4;0;0;10;6;0;45;55;0;0;35;0;0;24;1;15;1;0;0;0;0;0;31;0;1;0;4;0;0;5;0;0;0;0;0;29;1;0;23231;2;0;4;0;0;1;0;1;0;0;17;14;0;1;148;0;0;0;0;0;0;0;8;0;4;0;2;1;13;0;25;0;0;695;0;0;0;0;2;0;0;0;0;0;0;3;0;0;3;0;0;34;0;0;0;0;0;0;0;0;0;0;0;1;0;346;15;0;0;0;7;0;8;0;1145;0;675;470;71;0;0;0;0;399
Населенный пункт;г. Новоалександровск;7726000001;Ставропольский край;Новоалександровский городской округ;Новоалександровский городской округ;г. Новоалександровск;26767;;;;;;a0194045-d9a6-4593-9502-133cae983a3f;4.0;07243501000;07543000001;4.0;0.0;45.4932983;41.2153595;26636;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;926;0;0;1;0;3;8;0;1;0;0;0;0;0;0;0;0;0;24;0;0;59;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;2;1;3;0;0;0;1;1;0;0;0;0;0;1;0;0;51;1;0;0;0;0;0;0;14;0;0;0;0;15;2;0;0;7;0;0;13;0;0;0;0;0;0;0;0;17;0;0;0;1;0;0;8;0;0;0;0;0;1;0;0;24175;4;0;0;0;0;0;0;0;0;0;6;0;0;0;27;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;12;0;0;65;0;0;0;0;0;0;0;0;0;1043;0;2;0;0;8;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;57;9;0;0;0;7;0;2;0;131;0;41;90;22;0;0;0;0;68
Населенный пункт;г. Гурьевск;27507000001;Калининградская область;Гурьевский муниципальный округ;Гурьевский муниципальный округ;г. Гурьевск;26760;;;;;;27bc7f09-4593-4972-950b-231f2a49d44b;4.0;27209501000.0;27507000001.0;4.0;0.0;54.7705454;20.6039948;22651;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;109;0;0;0;0;10;173;0;6;0;0;0;0;0;0;5;0;0;7;0;0;5;0;0;0;0;0;1;0;0;0;0;11;4;0;0;0;0;0;0;1;23;1;0;0;0;0;0;0;0;0;9;5;2;0;1;31;0;0;0;0;0;0;7;1;0;1;3;0;6;19;0;0;0;0;0;2;0;9;0;0;0;0;0;0;175;0;0;0;0;0;0;7;0;0;0;0;0;26;0;1;20986;1;0;0;0;0;0;0;0;0;0;0;25;0;0;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;2;0;226;0;4;0;0;0;0;0;0;0;2;0;0;0;0;6;0;0;9;1;0;0;0;0;0;0;0;1;0;0;7;0;353;208;0;0;0;205;0;3;0;4109;1;3137;971;44;0;0;0;3;924
Населенный пункт;г. Котовск;68710000001;Тамбовская область;Городской округ город Котовск;Городской округ город Котовск;г. Котовск;26694;;;;;;1cc2ab3c-1791-4771-b332-d2d96f52788e;4.0;68410000000;68710000001;4.0;0.0;52.5923425;41.5102238;25698;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;0;0;0;0;0;0;1;71;0;0;1;1;1;7;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;13;0;0;0;0;0;0;4;8;2;0;0;0;0;0;0;0;0;6;0;0;0;0;1;0;0;1;0;1;0;4;2;0;0;0;0;12;0;0;0;0;0;0;6;0;8;0;1;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;24856;0;0;0;0;0;1;0;0;0;0;4;2;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;16;0;0;71;0;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;372;31;0;0;0;28;0;3;0;996;0;579;417;81;0;0;0;1;335
Населенный пункт;село Кочубеевское;7528000101;Ставропольский край;Кочубеевский муниципальный округ;Кочубеевский муниципальный округ;село Кочубеевское;26645;70b41f0b-ea52-405d-ab76-0ffd40e720cd;с Кочубеевское;с;село;Кочубеевское;70b41f0b-ea52-405d-ab76-0ffd40e720cd;6.0;07228000001;07528000101;3.0;0.0;44.6907487;41.8242914;26366;108;2;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;118;0;0;0;0;0;0;0;482;0;1;1;8;1;15;0;3;0;0;0;0;0;0;0;2;0;30;0;0;23;0;0;0;0;0;73;0;0;0;0;9;1;0;36;0;0;0;0;61;23;30;0;0;0;60;1;0;0;0;14;2;1;0;0;1;0;0;0;0;0;0;22;1;0;4;1;0;21;2;0;0;4;0;0;2;0;4;0;0;0;0;0;0;31;0;0;0;67;0;0;61;1;0;0;0;0;6;0;0;23467;2;0;2;0;0;0;0;0;0;0;31;86;0;1;74;0;0;0;0;0;0;0;0;0;12;0;6;0;4;0;42;0;0;105;0;0;0;0;0;0;0;0;0;748;0;168;0;0;102;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;75;74;0;0;0;74;0;0;0;279;0;126;153;44;0;0;0;1;108
Населенный пункт;г. Майский;83620101001;Кабардино-Балкарская Республика;Майский муниципальный район;Городское поселение Майский;г. Майский;26632;;;;;;e9f48c52-6cc4-47d9-ba6d-e7b12e8e0871;4.0;83220501000.0;83620101001.0;4.0;0.0;43.6283265;44.051839;26000;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;65;0;0;0;0;0;0;0;140;0;0;0;203;3;24;0;0;0;0;0;0;0;0;0;0;0;5;0;0;24;1;0;0;0;0;3;0;0;0;0;9;0;0;14;0;0;0;0;2260;11;1;0;0;0;5;0;0;0;0;1;0;2;0;0;704;0;0;0;0;0;0;2;1;0;40;0;0;7;0;0;2;2;0;0;3;0;6;0;0;0;0;0;0;43;0;0;0;11;0;0;136;0;0;0;0;2;1;0;0;16544;2;0;0;0;0;0;0;0;0;0;0;3;0;0;29;0;0;0;0;0;0;0;0;0;3995;29;0;0;3;0;15;0;0;73;0;0;0;0;0;0;0;0;1;1398;0;84;0;1;17;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;88;3;0;0;0;1;0;2;0;632;0;41;591;9;0;0;0;0;582
Населенный пункт;г. Кувандык;53714000001;Оренбургская область;Кувандыкский городской округ;Кувандыкский городской округ;г. Кувандык;26596;;;;;;7644221b-0ef9-40c3-8378-cb0e2299747e;4.0;53414000000.0;53504000001.0;4.0;0.0;51.4785827;57.3610986;26289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;123;0;0;0;1;2711;27;0;1;0;0;0;0;0;0;0;1;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;3;5;0;1;0;0;0;0;0;289;0;0;0;0;0;0;0;0;0;0;0;1;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;4;0;79;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;20462;5;0;0;0;0;0;0;0;0;0;0;26;0;0;1939;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;96;0;0;199;0;0;0;0;0;0;0;0;0;100;0;0;0;0;18;0;0;31;0;0;0;0;0;0;0;0;1;0;0;0;0;68;23;0;0;0;21;0;2;0;307;0;77;230;39;1;0;0;0;190
Населенный пункт;г. Гагарин;66608101001;Смоленская область;Гагаринский муниципальный район;Гагаринское городское поселение;г. Гагарин;26500;;;;;;84f1f1f9-34a5-4a9f-9a0b-a2ce6a0fe242;4.0;66208501000;66508000001;4.0;0.0;55.5526733;34.9950319;24668;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;509;0;0;0;2;5;126;0;4;0;0;0;0;0;0;0;2;0;2;0;0;14;0;0;0;0;0;20;0;0;0;0;5;0;0;0;0;0;0;1;0;6;0;0;0;0;0;1;0;0;0;12;0;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;7;2;1;0;9;0;0;23;0;14;0;1;0;0;0;0;12;0;0;0;0;0;0;1;0;0;0;0;0;3;2;0;22999;3;0;0;0;0;0;0;0;0;0;3;150;0;0;53;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;57;0;0;155;0;1;0;0;0;0;0;0;0;120;0;0;0;1;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;277;21;0;0;0;14;0;7;0;1832;0;1457;375;58;0;0;0;0;317
